InvoiceNo,Recency,Frequency,Monetary,Cluster,Segment
549489,245,8,0.0,0,Low-Value Guests
549492,245,5,0.0,0,Low-Value Guests
549494,245,6,0.0,0,Low-Value Guests
549497,245,3,0.0,0,Low-Value Guests
549498,245,1,0.0,0,Low-Value Guests
549500,245,1,0.0,0,Low-Value Guests
549502,245,1,0.0,0,Low-Value Guests
549506,245,-31,0.0,0,Low-Value Guests
549510,245,-158,0.0,0,Low-Value Guests
549514,245,-3,0.0,0,Low-Value Guests
549524,245,395,1439.48,0,Low-Value Guests
549525,245,280,1053.98,0,Low-Value Guests
549527,245,-1479,0.0,0,Low-Value Guests
549528,245,-55,0.0,0,Low-Value Guests
549529,245,-576,0.0,0,Low-Value Guests
549531,245,-750,0.0,0,Low-Value Guests
549534,245,2,0.84,0,Low-Value Guests
549536,245,3,7.15,0,Low-Value Guests
549537,245,35,71.53,0,Low-Value Guests
549586,243,462,2040.58,0,Low-Value Guests
549668,243,2,33.9,0,Low-Value Guests
549684,242,1,30.0,0,Low-Value Guests
549695,242,-24,0.0,0,Low-Value Guests
549712,242,1,14.95,0,Low-Value Guests
549714,242,41,49.7,0,Low-Value Guests
549738,242,732,1539.64,0,Low-Value Guests
549846,241,-6,0.0,0,Low-Value Guests
549848,241,-34,0.0,0,Low-Value Guests
549849,241,-23,0.0,0,Low-Value Guests
549896,241,2,6.7,0,Low-Value Guests
549935,241,-43,0.0,0,Low-Value Guests
549948,240,-1,0.0,0,Low-Value Guests
549950,240,-6,0.0,0,Low-Value Guests
549952,240,-93,0.0,0,Low-Value Guests
550011,240,3,9.35,0,Low-Value Guests
550012,240,19,38.39,0,Low-Value Guests
550123,240,320,322.48,0,Low-Value Guests
550128,239,9,31.15,0,Low-Value Guests
550133,239,-1092,0.0,0,Low-Value Guests
550153,239,-1,0.0,0,Low-Value Guests
550203,239,45,289.65,0,Low-Value Guests
550204,239,40,279.59999999999997,0,Low-Value Guests
550205,239,69,484.92,0,Low-Value Guests
550206,239,90,587.8199999999999,0,Low-Value Guests
550207,239,74,535.56,0,Low-Value Guests
550208,239,112,851.51,0,Low-Value Guests
550209,239,113,641.3,0,Low-Value Guests
550210,239,103,789.26,0,Low-Value Guests
550211,239,58,410.79,0,Low-Value Guests
550212,239,46,425.61,0,Low-Value Guests
550213,239,58,587.61,0,Low-Value Guests
550214,239,93,689.7,0,Low-Value Guests
550215,239,125,876.12,0,Low-Value Guests
550249,239,4,5.4,0,Low-Value Guests
550278,238,599,2857.79,2,Recent High-Spenders
550458,235,681,2395.58,2,Recent High-Spenders
550460,235,1300,0.0,0,Low-Value Guests
550470,235,553,1736.79,0,Low-Value Guests
550471,235,553,1599.85,0,Low-Value Guests
550474,235,502,1625.27,0,Low-Value Guests
550496,235,507,1779.09,0,Low-Value Guests
550499,235,303,1191.41,0,Low-Value Guests
550500,235,507,1984.6299999999999,0,Low-Value Guests
550501,235,30,0.0,0,Low-Value Guests
550502,235,320,0.0,0,Low-Value Guests
550541,235,382,1407.93,0,Low-Value Guests
550542,235,475,1739.56,0,Low-Value Guests
550636,234,421,1098.3899999999999,0,Low-Value Guests
550638,234,264,1215.52,0,Low-Value Guests
550640,234,3,7.15,0,Low-Value Guests
550641,234,14,17.11,0,Low-Value Guests
550740,234,520,2951.52,2,Recent High-Spenders
550753,234,-150,0.0,0,Low-Value Guests
550757,234,-9,0.0,0,Low-Value Guests
550758,234,-8,0.0,0,Low-Value Guests
550759,234,-7,0.0,0,Low-Value Guests
550760,234,-4,0.0,0,Low-Value Guests
550761,234,6,0.0,0,Low-Value Guests
550762,234,-9,0.0,0,Low-Value Guests
550763,234,-5,0.0,0,Low-Value Guests
550800,233,-65,0.0,0,Low-Value Guests
550815,233,8,0.0,0,Low-Value Guests
550898,233,5,13.75,0,Low-Value Guests
550908,233,-68,0.0,0,Low-Value Guests
550922,232,-25,0.0,0,Low-Value Guests
550926,232,8,0.0,0,Low-Value Guests
550927,232,1,0.0,0,Low-Value Guests
550928,232,3,0.0,0,Low-Value Guests
550929,232,2,0.0,0,Low-Value Guests
550930,232,2,0.0,0,Low-Value Guests
550931,232,2,5.0,0,Low-Value Guests
550943,232,-5,0.0,0,Low-Value Guests
550945,232,-2,0.0,0,Low-Value Guests
550947,232,3,0.0,0,Low-Value Guests
550948,232,14,0.0,0,Low-Value Guests
550950,232,84,0.0,0,Low-Value Guests
550951,232,2,0.0,0,Low-Value Guests
550952,232,2,0.0,0,Low-Value Guests
550953,232,398,1953.26,0,Low-Value Guests
550954,232,-2,0.0,0,Low-Value Guests
550963,232,14,23.700000000000003,0,Low-Value Guests
550970,232,-11,0.0,0,Low-Value Guests
550975,232,20,0.0,0,Low-Value Guests
550976,232,6,0.0,0,Low-Value Guests
550977,232,6,0.0,0,Low-Value Guests
550979,232,9,0.0,0,Low-Value Guests
550980,232,1,0.0,0,Low-Value Guests
550981,232,1,0.0,0,Low-Value Guests
550982,232,5,0.0,0,Low-Value Guests
550983,232,4,0.0,0,Low-Value Guests
550984,232,1,0.0,0,Low-Value Guests
550985,232,4,0.0,0,Low-Value Guests
550986,232,378,1654.97,0,Low-Value Guests
550987,232,338,1160.48,0,Low-Value Guests
551004,228,105,652.05,0,Low-Value Guests
551005,228,91,674.54,0,Low-Value Guests
551006,228,87,561.04,0,Low-Value Guests
551007,228,73,562.77,0,Low-Value Guests
551008,228,74,521.38,0,Low-Value Guests
551009,228,146,1065.19,0,Low-Value Guests
551010,228,77,535.05,0,Low-Value Guests
551012,228,555,3036.22,2,Recent High-Spenders
551019,228,-100,0.0,0,Low-Value Guests
551020,228,-110,0.0,0,Low-Value Guests
551126,228,18,0.0,0,Low-Value Guests
551168,227,-4,0.0,0,Low-Value Guests
551173,227,179,773.01,0,Low-Value Guests
551174,227,280,1055.17,0,Low-Value Guests
551176,227,4,8.1,0,Low-Value Guests
551177,227,6,18.5,0,Low-Value Guests
551201,227,-620,0.0,0,Low-Value Guests
551240,227,41,0.0,0,Low-Value Guests
551243,227,-53,0.0,0,Low-Value Guests
551302,226,-18,0.0,0,Low-Value Guests
551304,226,2,0.0,0,Low-Value Guests
551317,226,3,23.85,0,Low-Value Guests
551318,226,60,0.0,0,Low-Value Guests
551319,226,65,0.0,0,Low-Value Guests
551320,226,60,0.0,0,Low-Value Guests
551321,226,36,0.0,0,Low-Value Guests
551322,226,101,0.0,0,Low-Value Guests
551323,226,-9,0.0,0,Low-Value Guests
551324,226,13,0.0,0,Low-Value Guests
551325,226,8,21.799999999999997,0,Low-Value Guests
551326,226,-2,0.0,0,Low-Value Guests
551327,226,-4,0.0,0,Low-Value Guests
551328,226,-23,0.0,0,Low-Value Guests
551339,226,192,887.23,0,Low-Value Guests
551340,226,357,1416.36,0,Low-Value Guests
551394,226,400,0.0,0,Low-Value Guests
551422,225,-150,0.0,0,Low-Value Guests
551423,225,53,98.01,0,Low-Value Guests
551425,225,12,6.6000000000000005,0,Low-Value Guests
551429,225,-3,0.0,0,Low-Value Guests
551430,225,-3,0.0,0,Low-Value Guests
551431,225,-2,0.0,0,Low-Value Guests
551432,225,-5,0.0,0,Low-Value Guests
551433,225,-2,0.0,0,Low-Value Guests
551434,225,-5,0.0,0,Low-Value Guests
551435,225,-5,0.0,0,Low-Value Guests
551441,225,-4,0.0,0,Low-Value Guests
551442,225,-4,0.0,0,Low-Value Guests
551443,225,-4,0.0,0,Low-Value Guests
551444,225,-4,0.0,0,Low-Value Guests
551446,225,-4,0.0,0,Low-Value Guests
551447,225,-4,0.0,0,Low-Value Guests
551448,225,-4,0.0,0,Low-Value Guests
551449,225,-4,0.0,0,Low-Value Guests
551450,225,-4,0.0,0,Low-Value Guests
551451,225,-4,0.0,0,Low-Value Guests
551452,225,-3,0.0,0,Low-Value Guests
551453,225,-3,0.0,0,Low-Value Guests
551454,225,-3,0.0,0,Low-Value Guests
551455,225,-1,0.0,0,Low-Value Guests
551456,225,-3,0.0,0,Low-Value Guests
551457,225,-3,0.0,0,Low-Value Guests
551458,225,3,0.0,0,Low-Value Guests
551459,225,-30,0.0,0,Low-Value Guests
551460,225,27,0.0,0,Low-Value Guests
551461,225,-3,0.0,0,Low-Value Guests
551468,225,219,1071.13,0,Low-Value Guests
551506,225,6,2.52,0,Low-Value Guests
551536,221,2,4.2,0,Low-Value Guests
551537,221,10,34.39,0,Low-Value Guests
551538,221,1,0.85,0,Low-Value Guests
551547,221,690,3579.67,2,Recent High-Spenders
551553,221,-90,0.0,0,Low-Value Guests
551554,221,-4,0.0,0,Low-Value Guests
551565,221,-7,0.0,0,Low-Value Guests
551567,221,13,0.0,0,Low-Value Guests
551568,221,-6,0.0,0,Low-Value Guests
551569,221,-6,0.0,0,Low-Value Guests
551570,221,-6,0.0,0,Low-Value Guests
551571,221,-6,0.0,0,Low-Value Guests
551572,221,-6,0.0,0,Low-Value Guests
551573,221,-5,0.0,0,Low-Value Guests
551574,221,-6,0.0,0,Low-Value Guests
551575,221,-6,0.0,0,Low-Value Guests
551577,221,-5,0.0,0,Low-Value Guests
551578,221,-5,0.0,0,Low-Value Guests
551579,221,-5,0.0,0,Low-Value Guests
551580,221,-5,0.0,0,Low-Value Guests
551581,221,5,0.0,0,Low-Value Guests
551582,221,-5,0.0,0,Low-Value Guests
551583,221,-5,0.0,0,Low-Value Guests
551586,221,-6,0.0,0,Low-Value Guests
551589,221,-2,0.0,0,Low-Value Guests
551663,221,-70,0.0,0,Low-Value Guests
551664,221,-3,0.0,0,Low-Value Guests
551666,221,-10,0.0,0,Low-Value Guests
551667,221,6,0.0,0,Low-Value Guests
551668,221,-10,0.0,0,Low-Value Guests
551669,221,90,0.0,0,Low-Value Guests
551671,221,-10,0.0,0,Low-Value Guests
551672,221,-4,0.0,0,Low-Value Guests
551673,221,-9,0.0,0,Low-Value Guests
551689,220,-9,0.0,0,Low-Value Guests
551690,220,-9,0.0,0,Low-Value Guests
551691,220,10,0.0,0,Low-Value Guests
551692,220,14,0.0,0,Low-Value Guests
551694,220,2,0.0,0,Low-Value Guests
551695,220,-8,0.0,0,Low-Value Guests
551700,220,-38,0.0,0,Low-Value Guests
551701,220,-2,0.0,0,Low-Value Guests
551704,220,-2,0.0,0,Low-Value Guests
551705,220,-11,0.0,0,Low-Value Guests
551716,220,1,5.95,0,Low-Value Guests
551718,220,327,1445.61,0,Low-Value Guests
551719,220,289,1248.33,0,Low-Value Guests
551722,220,-170,0.0,0,Low-Value Guests
551723,220,-23,0.0,0,Low-Value Guests
551735,220,-19,0.0,0,Low-Value Guests
551837,219,-1512,0.0,0,Low-Value Guests
551838,219,-51,0.0,0,Low-Value Guests
551847,219,1,4.95,0,Low-Value Guests
551848,219,2,5.1,0,Low-Value Guests
551853,219,1,2.1,0,Low-Value Guests
551900,219,2,0.0,0,Low-Value Guests
551964,218,1,0.0,0,Low-Value Guests
551965,218,1,0.0,0,Low-Value Guests
551995,218,452,1388.59,0,Low-Value Guests
551997,218,446,1353.1299999999999,0,Low-Value Guests
552000,218,326,1121.57,0,Low-Value Guests
552006,218,2,4.16,0,Low-Value Guests
552009,218,9,30.25,0,Low-Value Guests
552017,218,11,26.42,0,Low-Value Guests
552035,218,2,17.5,0,Low-Value Guests
552050,218,-32,0.0,0,Low-Value Guests
552052,218,-8,0.0,0,Low-Value Guests
552063,218,4,4.2,0,Low-Value Guests
552175,217,100,0.0,0,Low-Value Guests
552177,217,100,0.0,0,Low-Value Guests
552178,217,100,0.0,0,Low-Value Guests
552187,217,100,0.0,0,Low-Value Guests
552194,217,4,6.2,0,Low-Value Guests
552214,217,-12,0.0,0,Low-Value Guests
552215,217,-41,0.0,0,Low-Value Guests
552216,217,-19,0.0,0,Low-Value Guests
552218,217,-38,0.0,0,Low-Value Guests
552219,217,-56,0.0,0,Low-Value Guests
552220,217,1,0.0,0,Low-Value Guests
552221,217,-38,0.0,0,Low-Value Guests
552222,217,-45,0.0,0,Low-Value Guests
552223,217,-49,0.0,0,Low-Value Guests
552224,217,-37,0.0,0,Low-Value Guests
552225,217,-40,0.0,0,Low-Value Guests
552226,217,-160,0.0,0,Low-Value Guests
552227,217,70,0.0,0,Low-Value Guests
552228,217,-93,0.0,0,Low-Value Guests
552229,217,609,1514.98,0,Low-Value Guests
552230,217,6,0.0,0,Low-Value Guests
552232,217,697,2293.79,2,Recent High-Spenders
552234,217,346,1520.48,0,Low-Value Guests
552331,215,-30,0.0,0,Low-Value Guests
552338,215,65,155.4,0,Low-Value Guests
552443,214,-360,0.0,0,Low-Value Guests
552493,214,364,1388.46,0,Low-Value Guests
552508,214,458,1513.36,0,Low-Value Guests
552514,214,421,1777.7,0,Low-Value Guests
552520,214,357,1401.3799999999999,0,Low-Value Guests
552522,214,5,18.450000000000003,0,Low-Value Guests
552524,214,4,7.8,0,Low-Value Guests
552525,214,1,12.75,0,Low-Value Guests
552527,214,2,0.0,0,Low-Value Guests
552534,214,3,4.949999999999999,0,Low-Value Guests
552539,214,233,528.81,0,Low-Value Guests
552540,214,100,206.84,0,Low-Value Guests
552541,214,16,74.8,0,Low-Value Guests
552653,213,-48,0.0,0,Low-Value Guests
552659,213,822,3320.77,2,Recent High-Spenders
552660,213,96,795.3199999999999,0,Low-Value Guests
552662,213,89,583.48,0,Low-Value Guests
552663,213,69,485.32,0,Low-Value Guests
552665,213,58,420.98,0,Low-Value Guests
552666,213,68,468.8,0,Low-Value Guests
552667,213,72,539.11,0,Low-Value Guests
552668,213,88,623.79,0,Low-Value Guests
552670,213,92,655.0,0,Low-Value Guests
552671,213,79,487.97999999999996,0,Low-Value Guests
552672,213,73,538.48,0,Low-Value Guests
552673,213,51,382.64,0,Low-Value Guests
552674,213,80,558.49,0,Low-Value Guests
552675,213,91,674.6800000000001,0,Low-Value Guests
552676,213,106,864.26,0,Low-Value Guests
552677,213,104,754.5500000000001,0,Low-Value Guests
552678,213,99,733.01,0,Low-Value Guests
552681,213,106,718.36,0,Low-Value Guests
552683,213,79,532.25,0,Low-Value Guests
552684,213,89,642.55,0,Low-Value Guests
552687,213,147,953.53,0,Low-Value Guests
552702,213,493,1400.53,0,Low-Value Guests
552713,213,5,8.85,0,Low-Value Guests
552733,213,-2376,0.0,0,Low-Value Guests
552763,213,-25,0.0,0,Low-Value Guests
552766,213,-56,0.0,0,Low-Value Guests
552767,213,-47,0.0,0,Low-Value Guests
552768,213,-26,0.0,0,Low-Value Guests
552832,212,2,16.5,0,Low-Value Guests
552834,212,2,16.5,0,Low-Value Guests
552857,212,369,1631.61,0,Low-Value Guests
552862,212,3,5.38,0,Low-Value Guests
552865,212,48,68.02,0,Low-Value Guests
552866,212,43,52.69,0,Low-Value Guests
552892,212,3,6.28,0,Low-Value Guests
552979,211,-217,0.0,0,Low-Value Guests
553013,211,681,1995.25,0,Low-Value Guests
553041,211,-9,0.0,0,Low-Value Guests
553100,211,6,6.9,0,Low-Value Guests
553147,210,-160,0.0,0,Low-Value Guests
553148,210,1262,1966.16,2,Recent High-Spenders
553157,210,1,8.25,0,Low-Value Guests
553162,210,297,1348.3799999999999,0,Low-Value Guests
553163,210,1,0.0,0,Low-Value Guests
553167,210,374,1529.75,0,Low-Value Guests
553171,210,12,4.68,0,Low-Value Guests
553175,209,127,244.23,0,Low-Value Guests
553349,207,1,0.0,0,Low-Value Guests
553353,207,1,2.95,0,Low-Value Guests
553387,207,382,1680.06,0,Low-Value Guests
553389,207,268,1324.07,0,Low-Value Guests
553391,207,-786,0.0,0,Low-Value Guests
553393,207,233,937.5,0,Low-Value Guests
553394,207,-30,0.0,0,Low-Value Guests
553395,207,-30,0.0,0,Low-Value Guests
553396,207,-21,0.0,0,Low-Value Guests
553398,207,-590,0.0,0,Low-Value Guests
553399,207,-2,0.0,0,Low-Value Guests
553400,207,-40,0.0,0,Low-Value Guests
553401,207,-16,0.0,0,Low-Value Guests
553413,207,-51,0.0,0,Low-Value Guests
553480,207,24,0.0,0,Low-Value Guests
553481,207,192,0.0,0,Low-Value Guests
553521,206,74,452.45,0,Low-Value Guests
553523,206,416,1957.1699999999998,0,Low-Value Guests
553535,206,428,1216.12,0,Low-Value Guests
553539,206,45,465.87,0,Low-Value Guests
553541,206,141,956.47,0,Low-Value Guests
553542,206,107,763.9,0,Low-Value Guests
553543,206,107,635.03,0,Low-Value Guests
553544,206,92,504.41999999999996,0,Low-Value Guests
553545,206,68,430.14,0,Low-Value Guests
553548,206,-48,0.0,0,Low-Value Guests
553549,206,244,1364.33,0,Low-Value Guests
553651,206,-23,0.0,0,Low-Value Guests
553652,206,-168,0.0,0,Low-Value Guests
553659,206,-77,0.0,0,Low-Value Guests
553688,205,4,0.0,0,Low-Value Guests
553715,205,2,12.45,0,Low-Value Guests
553716,205,3,0.0,0,Low-Value Guests
553717,205,2,0.0,0,Low-Value Guests
553718,205,420,1588.12,0,Low-Value Guests
553719,205,1,0.0,0,Low-Value Guests
553728,205,2,0.0,0,Low-Value Guests
553729,205,2,0.0,0,Low-Value Guests
553743,205,-62,0.0,0,Low-Value Guests
553744,205,-7,0.0,0,Low-Value Guests
553745,205,2,0.0,0,Low-Value Guests
553746,205,1,0.0,0,Low-Value Guests
553766,205,124,792.41,0,Low-Value Guests
553767,205,91,615.12,0,Low-Value Guests
553768,205,128,817.65,0,Low-Value Guests
553769,205,200,0.0,0,Low-Value Guests
553849,204,1,3.95,0,Low-Value Guests
553857,204,149,203.19,0,Low-Value Guests
553858,204,60,117.89,0,Low-Value Guests
553890,204,411,1495.6299999999999,0,Low-Value Guests
554017,203,-101,0.0,0,Low-Value Guests
554020,203,-30,0.0,0,Low-Value Guests
554021,203,-65,0.0,0,Low-Value Guests
554022,203,10,0.0,0,Low-Value Guests
554023,203,-71,0.0,0,Low-Value Guests
554024,203,-11,0.0,0,Low-Value Guests
554054,203,278,1221.03,0,Low-Value Guests
554056,203,7,7.48,0,Low-Value Guests
554128,201,-4,0.0,0,Low-Value Guests
554133,201,-3,0.0,0,Low-Value Guests
554143,201,-413,0.0,0,Low-Value Guests
554144,201,-664,0.0,0,Low-Value Guests
554145,201,-12,0.0,0,Low-Value Guests
554148,201,1,0.0,0,Low-Value Guests
554149,201,1,0.0,0,Low-Value Guests
554265,201,15,33.03,0,Low-Value Guests
554267,200,6,0.0,0,Low-Value Guests
554276,200,-58,0.0,0,Low-Value Guests
554285,200,103,623.23,0,Low-Value Guests
554287,200,-48,0.0,0,Low-Value Guests
554293,200,75,588.22,0,Low-Value Guests
554299,200,-39,0.0,0,Low-Value Guests
554310,200,497,2133.63,0,Low-Value Guests
554311,200,-16,0.0,0,Low-Value Guests
554312,200,-2,0.0,0,Low-Value Guests
554313,200,-63,0.0,0,Low-Value Guests
554314,200,-13,0.0,0,Low-Value Guests
554316,200,-1,0.0,0,Low-Value Guests
554317,200,-11,0.0,0,Low-Value Guests
554318,200,-65,0.0,0,Low-Value Guests
554319,200,-13,0.0,0,Low-Value Guests
554320,200,-102,0.0,0,Low-Value Guests
554321,200,-5,0.0,0,Low-Value Guests
554328,200,-46,0.0,0,Low-Value Guests
554352,200,4,0.0,0,Low-Value Guests
554360,200,-13,0.0,0,Low-Value Guests
554377,200,47,0.0,0,Low-Value Guests
554378,200,3,0.0,0,Low-Value Guests
554432,200,-97,0.0,0,Low-Value Guests
554436,200,8,20.15,0,Low-Value Guests
554488,199,-75,0.0,0,Low-Value Guests
554511,199,343,1425.3799999999999,0,Low-Value Guests
554512,199,278,1281.03,0,Low-Value Guests
554514,199,620,2181.85,0,Low-Value Guests
554526,199,103,174.5,0,Low-Value Guests
554538,199,7,114.65,0,Low-Value Guests
554546,199,103,177.3,0,Low-Value Guests
554550,199,1300,0.0,0,Low-Value Guests
554551,199,-1300,0.0,0,Low-Value Guests
554553,199,-1300,0.0,0,Low-Value Guests
554559,199,-2,0.0,0,Low-Value Guests
554627,199,67,0.0,0,Low-Value Guests
554634,199,64,0.0,0,Low-Value Guests
554652,198,32,67.2,0,Low-Value Guests
554653,198,5,8.68,0,Low-Value Guests
554673,198,24,0.0,0,Low-Value Guests
554675,198,-33,0.0,0,Low-Value Guests
554676,198,-31,0.0,0,Low-Value Guests
554677,198,9,0.0,0,Low-Value Guests
554678,198,-30,0.0,0,Low-Value Guests
554679,198,-21,0.0,0,Low-Value Guests
554680,198,-21,0.0,0,Low-Value Guests
554681,198,-32,0.0,0,Low-Value Guests
554683,198,39,53.14,0,Low-Value Guests
554694,198,549,2216.87,0,Low-Value Guests
554696,198,5,0.0,0,Low-Value Guests
554714,198,115,724.74,0,Low-Value Guests
554811,197,2,4.16,0,Low-Value Guests
554828,197,74,0.0,0,Low-Value Guests
554829,197,6,0.0,0,Low-Value Guests
554830,197,3,0.0,0,Low-Value Guests
554831,197,2,0.0,0,Low-Value Guests
554841,197,1,3.75,0,Low-Value Guests
554852,197,-212,0.0,0,Low-Value Guests
554857,197,800,0.0,0,Low-Value Guests
554907,197,-11,0.0,0,Low-Value Guests
554928,196,-3,0.0,0,Low-Value Guests
554945,196,12,17.4,0,Low-Value Guests
554956,196,1036,4898.5599999999995,2,Recent High-Spenders
554957,196,37,269.37,0,Low-Value Guests
554958,196,90,602.1,0,Low-Value Guests
554959,196,48,274.15,0,Low-Value Guests
554960,196,79,624.47,0,Low-Value Guests
554961,196,78,586.71,0,Low-Value Guests
554962,196,2,0.0,0,Low-Value Guests
554967,196,1,5.95,0,Low-Value Guests
555115,192,321,1646.8,0,Low-Value Guests
555149,192,216,934.88,0,Low-Value Guests
555150,192,619,1937.73,0,Low-Value Guests
555250,191,4,8.34,0,Low-Value Guests
555275,191,506,1742.3899999999999,0,Low-Value Guests
555276,191,302,1496.98,0,Low-Value Guests
555277,191,224,895.71,0,Low-Value Guests
555278,191,374,1061.3799999999999,0,Low-Value Guests
555320,191,51,377.94,0,Low-Value Guests
555321,191,32,223.06,0,Low-Value Guests
555322,191,45,289.15999999999997,0,Low-Value Guests
555323,191,29,204.09,0,Low-Value Guests
555324,191,71,476.87,0,Low-Value Guests
555325,191,27,195.63,0,Low-Value Guests
555326,191,49,263.94,0,Low-Value Guests
555327,191,101,619.78,0,Low-Value Guests
555330,191,-125,0.0,0,Low-Value Guests
555331,191,-144,0.0,0,Low-Value Guests
555332,191,-48,0.0,0,Low-Value Guests
555333,191,-96,0.0,0,Low-Value Guests
555334,191,-96,0.0,0,Low-Value Guests
555335,191,-96,0.0,0,Low-Value Guests
555336,191,55,84.99,0,Low-Value Guests
555387,190,-59,0.0,0,Low-Value Guests
555390,190,50,0.0,0,Low-Value Guests
555391,190,-10,0.0,0,Low-Value Guests
555397,190,423,1986.12,0,Low-Value Guests
555402,190,10,0.0,0,Low-Value Guests
555469,190,1,0.0,0,Low-Value Guests
555474,190,6,11.190000000000001,0,Low-Value Guests
555502,189,14,82.9,0,Low-Value Guests
555503,189,-1,0.0,0,Low-Value Guests
555505,189,-16,0.0,0,Low-Value Guests
555506,189,-57,0.0,0,Low-Value Guests
555510,189,422,1776.9,0,Low-Value Guests
555722,186,320,1498.09,0,Low-Value Guests
555821,186,-116,0.0,0,Low-Value Guests
555822,186,-13,0.0,0,Low-Value Guests
555823,186,-52,0.0,0,Low-Value Guests
555824,186,-12,0.0,0,Low-Value Guests
555838,186,-6,0.0,0,Low-Value Guests
555869,185,1,5.15,0,Low-Value Guests
555878,185,1,4.95,0,Low-Value Guests
555923,185,387,1403.3799999999999,0,Low-Value Guests
555924,185,340,1366.71,0,Low-Value Guests
555925,185,257,1227.03,0,Low-Value Guests
555926,185,14,18.24,0,Low-Value Guests
555927,185,72,24.0,0,Low-Value Guests
556012,185,-27,0.0,0,Low-Value Guests
556013,185,-17,0.0,0,Low-Value Guests
556014,185,-3,0.0,0,Low-Value Guests
556015,185,-13,0.0,0,Low-Value Guests
556033,185,1,7.95,0,Low-Value Guests
556046,184,-140,0.0,0,Low-Value Guests
556061,184,-21,0.0,0,Low-Value Guests
556069,184,-34,0.0,0,Low-Value Guests
556074,184,-19,0.0,0,Low-Value Guests
556080,184,1014,4801.22,2,Recent High-Spenders
556081,184,93,713.8299999999999,0,Low-Value Guests
556082,184,125,788.0,0,Low-Value Guests
556083,184,58,363.43,0,Low-Value Guests
556085,184,73,542.31,0,Low-Value Guests
556086,184,35,200.79,0,Low-Value Guests
556087,184,54,480.21,0,Low-Value Guests
556088,184,18,144.64,0,Low-Value Guests
556089,184,41,290.18,0,Low-Value Guests
556090,184,59,200.13,0,Low-Value Guests
556091,184,54,410.52,0,Low-Value Guests
556092,184,56,324.18,0,Low-Value Guests
556093,184,147,950.51,0,Low-Value Guests
556094,184,48,359.05,0,Low-Value Guests
556095,184,120,796.87,0,Low-Value Guests
556108,184,455,1698.38,0,Low-Value Guests
556122,184,-108,0.0,0,Low-Value Guests
556123,184,-15,0.0,0,Low-Value Guests
556124,184,-4,0.0,0,Low-Value Guests
556180,184,40,0.0,0,Low-Value Guests
556188,184,220,90.0,0,Low-Value Guests
556200,184,17,0.0,0,Low-Value Guests
556231,183,4000,0.0,2,Recent High-Spenders
556232,183,-304,0.0,0,Low-Value Guests
556233,183,-272,0.0,0,Low-Value Guests
556237,183,604,2106.34,0,Low-Value Guests
556242,183,-1206,0.0,0,Low-Value Guests
556243,183,288,1282.38,0,Low-Value Guests
556260,183,-18,0.0,0,Low-Value Guests
556261,183,-6,0.0,0,Low-Value Guests
556262,183,-95,0.0,0,Low-Value Guests
556286,183,-16,0.0,0,Low-Value Guests
556287,183,-45,0.0,0,Low-Value Guests
556289,183,-102,0.0,0,Low-Value Guests
556291,183,2,0.0,0,Low-Value Guests
556292,183,-1,0.0,0,Low-Value Guests
556299,183,-161,0.0,0,Low-Value Guests
556300,183,-472,0.0,0,Low-Value Guests
556301,183,-50,0.0,0,Low-Value Guests
556306,183,-30,0.0,0,Low-Value Guests
556307,183,-30,0.0,0,Low-Value Guests
556308,183,-390,0.0,0,Low-Value Guests
556309,183,-30,0.0,0,Low-Value Guests
556310,183,-42,0.0,0,Low-Value Guests
556311,183,-12,0.0,0,Low-Value Guests
556312,183,-30,0.0,0,Low-Value Guests
556313,183,-12,0.0,0,Low-Value Guests
556314,183,-84,0.0,0,Low-Value Guests
556315,183,-108,0.0,0,Low-Value Guests
556316,183,-24,0.0,0,Low-Value Guests
556317,183,-48,0.0,0,Low-Value Guests
556319,183,-618,0.0,0,Low-Value Guests
556320,183,-42,0.0,0,Low-Value Guests
556321,183,-24,0.0,0,Low-Value Guests
556322,183,-204,0.0,0,Low-Value Guests
556326,183,10,0.0,0,Low-Value Guests
556328,183,47,0.0,0,Low-Value Guests
556418,183,288,0.0,0,Low-Value Guests
556427,182,92,435.69,0,Low-Value Guests
556428,182,83,535.9,0,Low-Value Guests
556429,182,46,257.4,0,Low-Value Guests
556430,182,19,0.0,0,Low-Value Guests
556431,182,3,15.67,0,Low-Value Guests
556433,182,258,1310.63,0,Low-Value Guests
556438,182,8,0.0,0,Low-Value Guests
556459,182,354,1434.03,0,Low-Value Guests
556499,180,3,44.85,0,Low-Value Guests
556513,180,47,395.64,0,Low-Value Guests
556514,180,2,23.25,0,Low-Value Guests
556515,180,37,208.70999999999998,0,Low-Value Guests
556516,180,50,351.42,0,Low-Value Guests
556625,179,3,8.39,0,Low-Value Guests
556636,179,451,1715.65,0,Low-Value Guests
556679,179,48,35.04,0,Low-Value Guests
556687,179,-9058,0.0,0,Low-Value Guests
556690,179,-9600,0.0,0,Low-Value Guests
556691,179,-9600,0.0,0,Low-Value Guests
556730,179,2,5.9,0,Low-Value Guests
556803,178,459,2274.39,0,Low-Value Guests
556810,178,1,1.69,0,Low-Value Guests
556812,178,838,3393.04,2,Recent High-Spenders
556813,178,352,1464.52,0,Low-Value Guests
556821,178,31,296.04,0,Low-Value Guests
556823,178,8,77.72,0,Low-Value Guests
